;Book;Sentence;Entities;CharacterEntities
11180;The Sword of Destiny;"""According to what I see,"" mocked the bard, ""you must have used a whole barrel of mandrake elixir, Yennefer.";['Yennefer'];['Yennefer']
11189;The Sword of Destiny;Yennefer stretched her neck to spit at him.;['Yennefer'];['Yennefer']
11202;The Sword of Destiny;Boholt, helped up by a dwarf, clambered onto his saddle with difficulty due to the heavy leather armour he was decked out in.;['Boholt'];['Boholt']
11204;The Sword of Destiny;"""Good,"" muttered Boholt.";['Boholt'];['Boholt']
11210;The Sword of Destiny;"""I couldn't wait on the battleground any longer,"" explained the dragon Villentretenmerth, looking around at them.";['Villentretenmerth'];['Villentretenmerth']
11219;The Sword of Destiny;Yarpen Zigrin and the boys waited behind them, armed with axes.;['Yarpen Zigrin'];['Yarpen']
11220;The Sword of Destiny;"""Aaargh!"" bellowed Boholt, spurring his horse on wildly and brandishing his sword.";['Boholt'];['Boholt']
11221;The Sword of Destiny;"55The dragon pivoted, rising up and letting itself fall back to the earth; like a scorpion with its tail above its haunches, it struck downward, mowing down not Boholt, but Nischuka who attacked laterally.";['Boholt', 'Nischuka'];['Boholt']
11224;The Sword of Destiny;The momentum of the gallop took Boholt on past the dragon.;['gallop', 'Boholt'];['Boholt']
11226;The Sword of Destiny;Boholt, leaning in the saddle, managed to gain control of his mount and, still gripping the reins between his teeth, charged again.;['Boholt'];['Boholt']
11228;The Sword of Destiny;Then it launched itself at Boholt, vigorously crushing Ripper in its passage as he tried to get up again.;['Boholt', 'Ripper'];['Boholt']
11230;The Sword of Destiny;Shrewdly intercepting Boholt from the left, cutting off his route, it hit him with its clawed foot.;['Boholt'];['Boholt']
11235;The Sword of Destiny;yelled Yarpen Zigrin with a shout which drowned out the howling Nischuka, still crushed by his horse.;['Yarpen Zigrin', 'Nischuka'];['Yarpen']
11242;The Sword of Destiny;"""It's incredible,"" murmured Dorregaray.";['Dorregaray'];['Dorregaray']
11260;The Sword of Destiny;"""What's that small thing moving in the grass over there, Geralt?""";['Geralt'];['Geralt']
11261;The Sword of Destiny;Yennefer asked.;['Yennefer'];['Yennefer']
11268;The Sword of Destiny;Yennefer sighed deeply, looking puzzled.;['Yennefer'];['Yennefer']
11269;The Sword of Destiny;"""He likes you,"" murmured Geralt.";['Geralt'];['Geralt']
11276;The Sword of Destiny;This is Yennefer, the bane of dragons!;['Yennefer'];['Yennefer']
11278;The Sword of Destiny;"At least of one witcher in particular..."" ""Shut up, Jaskier,"" shouted Dorregaray.";['one', 'Jaskier', 'Dorregaray'];['Dorregaray']
11301;The Sword of Destiny;"""Geralt, do you know what this means?""";['Geralt'];['Geralt']
11311;The Sword of Destiny;"""Geralt!""";['Geralt'];['Geralt']
11312;The Sword of Destiny;Yennefer shouted suddenly.;['Yennefer'];['Yennefer']
11319;The Sword of Destiny;Geralt protested.;['Geralt'];['Geralt']
11324;The Sword of Destiny;Yennefer turned her head to bite the neck of her tunic, stifling a moan.;['Yennefer'];['Yennefer']
11333;The Sword of Destiny;The medallion Geralt wore at his neck trembled as though it were alive.;['Geralt'];['Geralt']
11334;The Sword of Destiny;Yennefer shifted her hips and gestured with her leg towards the wagons of the Holopole militia and called out a spell.;['Yennefer', 'Holopole'];['Yennefer']
11339;The Sword of Destiny;"""What a ballad it will be, Yennefer!""";['Yennefer'];['Yennefer']
11348;The Sword of Destiny;Out of pure spite, Yennefer moved her leg again, and with an additional charm, transformed all of them at random into turtles, geese, millipedes, pink flamingos or suckling pigs.;['Yennefer', 'geese'];['Yennefer']
11353;The Sword of Destiny;Geralt, seeing its open maw and flashing teeth as sharp as daggers, turned away.;['Geralt'];['Geralt']
11356;The Sword of Destiny;Yennefer, pale as a sheet, doubled over and turned around to vomit under the wagon.;['Yennefer'];['Yennefer']
11358;The Sword of Destiny;Vea stood over Yennefer, legs wide apart, wearing a nasty smile.;['Yennefer'];['Yennefer']
11360;The Sword of Destiny;Yennefer, pale, raised her leg.;['Yennefer'];['Yennefer']
11363;The Sword of Destiny;"58""We will not kill Lady Yennefer,"" the dragon Villentretenmerth continued.";['Lady Yennefer', 'Villentretenmerth'];['Villentretenmerth']
11367;The Sword of Destiny;"""Did you know, Geralt?""";['Geralt'];['Geralt']
11373;The Sword of Destiny;"""Mr. Yarpen Zigrin!""";['Yarpen Zigrin'];['Yarpen']
11382;The Sword of Destiny;Jaskier tried to wake the still unconscious Dorregaray, casting anxious glances at the Zerrikanians who continued to survey the battlefield attentively.;['Jaskier', 'Dorregaray', 'Zerrikanians'];['Dorregaray']
11383;The Sword of Destiny;Geralt salved and dressed Yennefer's burnt ankles.;['Geralt', 'Yennefer'];['Geralt', 'Yennefer']
11385;The Sword of Destiny;Having finished with this task, Geralt got up.;['Geralt'];['Geralt']
11387;The Sword of Destiny;Yennefer, wincing, rose.;['Yennefer'];['Yennefer']
11388;The Sword of Destiny;"""I'll go with you, Geralt.""";['Geralt'];['Geralt']
11391;The Sword of Destiny;"Please, Geralt.""";['Geralt'];['Geralt']
11396;The Sword of Destiny;"""Everything is okay now, Geralt.""";['Geralt'];['Geralt']
11402;The Sword of Destiny;Yennefer, supported by Geralt, made a very low courtesy as if she were before a king, holding the hemline of her dress with the tips of her fingers.;['Yennefer', 'Geralt'];['Yennefer', 'Geralt']
11406;The Sword of Destiny;"""Order and Chaos,"" said Villentretenmerth, smiling.";['Order and Chaos', 'Villentretenmerth'];['Villentretenmerth']
11409;The Sword of Destiny;Shouldn't we go to the ends of the earth to stand against aggression and evil, Geralt?;['Geralt'];['Geralt']
11424;The Sword of Destiny;"Villentretenmerth raised his forearm; frightened, the young dragon started to chirp.";['Villentretenmerth'];['Villentretenmerth']
11426;The Sword of Destiny;Thanks to him, I shall prove, Geralt of Rivia, that there is no limit as to what's possible.;['Geralt of Rivia'];['Geralt']
11429;The Sword of Destiny;Goodbye, Geralt.;['Geralt'];['Geralt']
11430;The Sword of Destiny;"Goodbye, Yennefer.""";['Yennefer'];['Yennefer']
11431;The Sword of Destiny;The sorceress courtesied once again, steadying herself firmly on Geralt's shoulder.;['Geralt'];['Geralt']
11432;The Sword of Destiny;Villentretenmerth stood up and looked at her, his face very serious.;['Villentretenmerth'];['Villentretenmerth']
11433;The Sword of Destiny;"""Excuse my boldness and my frankness, Yennefer.";['Yennefer'];['Yennefer']
11440;The Sword of Destiny;Yennefer turned a little pale.;['Yennefer'];['Yennefer']
11441;The Sword of Destiny;"""I know, Villentretenmerth.";['Villentretenmerth'];['Villentretenmerth']
11443;The Sword of Destiny;Vea went up to Geralt.;['Geralt'];['Geralt']
11446;The Sword of Destiny;"""Geralt, Vea wants you to know that she will never forget the tub at the Pensive Dragon.";['Geralt', 'the Pensive Dragon'];['Geralt']
11448;The Sword of Destiny;"""What?"" Yennefer asked, blinking anxiously.";['Yennefer'];['Yennefer']
11450;The Sword of Destiny;"""Villentretenmerth..."" ""I'm listening, Geralt of Rivia.""";['Geralt of Rivia'];['Geralt']
11457;The Sword of Destiny;"""It's hard for me to say, Geralt, in what circumstances our respective forefathers had their first meeting, but I know that for dragons nothing is more loathsome than man.";['Geralt', 'first'];['Geralt']
11466;The Sword of Destiny;Yennefer sighed loudly.;['Yennefer'];['Yennefer']
11471;The Sword of Destiny;Geralt, sitting on his haunches against the wall, drew his sword slowly, taking care that the blade did not make a sound as it left the sheath.;['Geralt'];['Geralt']
11478;The Sword of Destiny;Geralt, still stuck in the sludge, twisted his hips, smoothly severed another tentacle with a broad stroke.;['Geralt'];['Geralt']
11487;The Sword of Destiny;Once again mired in the filth, Geralt struck again, body twisting, so that the blade crunched and ground hideously against the monster's snarled teeth.;['Geralt'];['Geralt']
11489;The Sword of Destiny;Desperately wading through the sludge, Geralt dragged himself forward, pushing the refuse aside with his torso before launching himself outwards.;['Geralt'];['Geralt']
11508;The Sword of Destiny;"""II""You stink, Geralt,"" Yennefer frowned, not turning from the mirror before which she removed the make-up from her eyelids and lashes.";['Geralt', 'Yennefer'];['Geralt', 'Yennefer']
11515;The Sword of Destiny;"""Yennefer quickly threw open her arms, then cast a spell by performing a swift, intricate gesture with her fingers.";['Yennefer'];['Yennefer']
11524;The Sword of Destiny;Geralt pulled off his boots, threw off his clothes and plunged a foot into the tub.;['Geralt'];['Geralt']
11532;The Sword of Destiny;"""Geralt did not argue.";['Geralt'];['Geralt']
11533;The Sword of Destiny;Arguing with Yennefer was pointless.;['Yennefer'];['Yennefer']
11544;The Sword of Destiny;"""As usual, Geralt frowned when Yennefer mentioned Istredd.";['Geralt', 'Yennefer', 'Istredd'];['Geralt', 'Yennefer', 'Istredd']
11545;The Sword of Destiny;The witcher was starting to get fed up with her going on about the genius of Istredd.;['Istredd'];['Istredd']
11546;The Sword of Destiny;Even when Istredd was right.;['Istredd'];['Istredd']
11547;The Sword of Destiny;"""Istredd is right,"" continued Yennefer massaging her cheeks and eyelids with the potion that smelt of lilac and gooseberries.";['Yennefer'];['Yennefer']
11555;The Sword of Destiny;I think you'll eventually settle down permanently in some market town, Geralt.;['Geralt'];['Geralt']
11559;The Sword of Destiny;To contradict Yennefer would have inevitably led to a quarrel and quarrelling with Yennefer could be dangerous.;['Yennefer', 'Yennefer'];['Yennefer', 'Yennefer']
11560;The Sword of Destiny;"""Have you finished, Geralt?""""Yes.""""Get out of the tub.";['Geralt'];['Geralt']
11561;The Sword of Destiny;"""Without getting up, Yennefer casually waved her hand and cast a spell.";['Yennefer'];['Yennefer']
11562;The Sword of Destiny;The water from the tub, along with that which spilled onto the floor and dripped from Geralt came together in a translucent sphere, then flew, whistling, out of the window.;['Geralt'];['Geralt']
11591;The Sword of Destiny;"""Yennefer did not respond.";['Yennefer'];['Yennefer']
11595;The Sword of Destiny;He suspected that Yennefer knew this.;['Yennefer'];['Yennefer']
11598;The Sword of Destiny;Her swore under his breath and collapsed on the bed, his gaze still on Yennefer.;['Yennefer'];['Yennefer']
11604;The Sword of Destiny;"""""What?"" Yennefer turned around.";['Yennefer'];['Yennefer']
11613;The Sword of Destiny;Geralt didn't ask any more questions, knowing that Yennefer would not answer them.;['Geralt', 'Yennefer'];['Geralt', 'Yennefer']
11614;The Sword of Destiny;"""Are you going to see Istredd tomorrow?";['Istredd', 'tomorrow'];['Istredd']
11622;The Sword of Destiny;Yennefer had an incredible amount of eccentricities.;['Yennefer'];['Yennefer']
11624;The Sword of Destiny;Yennefer pulled on the eiderdown roughly.;['Yennefer'];['Yennefer']
11633;The Sword of Destiny;Delighting in her nakedness, as usual Geralt felt a shiver go down his spine and a tingling in his fingers as they came into contact with Yennefer's bare skin.;['Geralt', 'Yennefer'];['Geralt', 'Yennefer']
11636;The Sword of Destiny;Yennefer gave herself up to his caresses, purring like a cat, wrapping her legs around his hips.;['Yennefer'];['Yennefer']
11644;The Sword of Destiny;As usual, Yennefer didn't allow herself to lose heart over such a trifle.;['Yennefer'];['Yennefer']
11654;The Sword of Destiny;Yennefer turned her head and sighed with great sadness.;['Yennefer'];['Yennefer']
11679;The Sword of Destiny;"It's a beautiful legend, isn't it?""67""The elves know how to dress everything up with pretty words,"" mumbled Geralt sleepily, tracing her shoulder with his lips.";['67', 'Geralt'];['Geralt']
11686;The Sword of Destiny;"Nothing can stand against the Wild Hunt...""""Witcher,"" Yennefer murmured, kissing his cheek, ""you possess not one ounce of romanticism.";['the Wild Hunt', 'Yennefer', 'one'];['Yennefer']
11694;The Sword of Destiny;Oh, Geralt, it's not easy being a sorceress, but in comparison with ordinary human existence...;['Geralt'];['Geralt']
11695;The Sword of Destiny;Geralt?;['Geralt'];['Geralt']
11701;The Sword of Destiny;He was annoyed that much of the morning had been wasted because he had overslept and annoyed at the absence of Yennefer who had left before he woke up.;['Yennefer'];['Yennefer']
11702;The Sword of Destiny;"She must have hurried, because her accoutrements, which were usually neatly put away in the caskets, had been left scattered across the table like dice thrown by a fortune-teller during a divination: brushes of fine hair - the largest to powder her face, the smaller to apply lipstick, the smaller still for the paint that Yennefer used on her eyelashes; pencils and sticks for her eyelids and eyebrows; tweezers and silver spoons; jars and bottles made of porcelain and milky-white glass containing, as he knew, potions and ointments made of commonplace ingredients such as soot, goose grease and carrot juice and dangerous ingredients such as the mysterious mandrake, antimony, belladonna, cannabis, dragon's blood and the concentrated venom of giant scorpions.";['Yennefer'];['Yennefer']
11711;The Sword of Destiny;The warm spring weather and the joyful noise of street life did nothing to alleviate Geralt's mood.;['spring', 'Geralt'];['Geralt']
11716;The Sword of Destiny;Geralt was angered at the fact that the bath attendant had not offered him the services of a young woman.;['Geralt'];['Geralt']
11729;The Sword of Destiny;For Geralt, having seen such set ups before, the reason for the alderman's presence in the throng became clear.;['Geralt'];['Geralt']
11736;The Sword of Destiny;"""Geralt slowly turned around.";['Geralt'];['Geralt']
11744;The Sword of Destiny;"Here to see Herbolth?""Geralt nodded, keeping his eyes on the man's hands.";['Herbolth', 'Geralt'];['Herbolth', 'Geralt']
11746;The Sword of Destiny;"""I've heard of you, monster slayer"" said the blonde man as he paid careful attention to Geralt's hands.";['Geralt'];['Geralt']
11748;The Sword of Destiny;My name is Ivo Mirce.;['Ivo Mirce'];['Ivo']
11761;The Sword of Destiny;"Got it?""Geralt shrugged indifferently and unbuckled his belt, wrapping it around his scabbard and handing it to The Cicada.";['Geralt', 'Cicada'];['Geralt']
11769;The Sword of Destiny;Come over here Lord Geralt, welcome, welcome.;['Geralt'];['Geralt']
11773;The Sword of Destiny;The outpouring of false welcome didn't fool Geralt.;['Geralt'];['Geralt']
11792;The Sword of Destiny;"""Every new governor,"" continued Herbolth, warming up, ""starts by getting rid of all the chief magistrates and aldermen and replacing them with friends and relatives.";['Herbolth'];['Herbolth']
11823;The Sword of Destiny;Geralt did not smile.;['Geralt'];['Geralt']
11826;The Sword of Destiny;"""""That you did and may the plague take you,"" laughed Herbolth.";['Herbolth'];['Herbolth']
11846;The Sword of Destiny;"""Indeed, everybody knows,"" Geralt agreed, smiling reassuringly.";['Geralt'];['Geralt']
11857;The Sword of Destiny;"""""No."" Geralt took the money from Peregrine.";['Geralt', 'Peregrine'];['Geralt']
11872;The Sword of Destiny;Herbolth still met Geralt's eyes, unsmiling.;['Geralt'];['Geralt']
11873;The Sword of Destiny;Geralt smiled as threateningly as he could.;['Geralt'];['Geralt']
11877;The Sword of Destiny;But just so you know, the wizard Istredd is a very important person.;['Istredd'];['Istredd']
11904;The Sword of Destiny;"He doesn't care about the excavations now that...""Herbolth looked at him menacingly.";['Herbolth'];['Herbolth']
